"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FLWS","1-800 FLOWERS.COM, Inc.","3.35","90882150","1999","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FLWS&selected=FLWS",
"FCTY","1st Century Bancshares, Inc","4","37204000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCTY&selected=FCTY",
"FCCY","1st Constitution Bancorp (NJ)","8.28","39744000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCCY&selected=FCCY",
"SRCE","1st Source Corporation","20.5","513996500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SRCE&selected=SRCE",
"FUBC","1st United Bancorp, Inc. (FL)","6.68","199117440","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FUBC&selected=FUBC",
"TCHC","21st Century Holding Company","2.97","23599620","1998","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCHC&selected=TCHC",
"TDSC","3D Systems Corporation","48.86","1145229540","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDSC&selected=TDSC",
"SSRX","3SBio Inc.","16.68","369812280","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SSRX&selected=SSRX",
"JOBS","51job, Inc.","61.06","1727448460","2004","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOBS&selected=JOBS",
"EGHT","8x8 Inc","2.93","182940410","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EGHT&selected=EGHT",
"SHLM","A. Schulman, Inc.","24.72","778482240","1972","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SHLM&selected=SHLM",
"ACMR","A.C. Moore Arts & Crafts, Inc.","2.6","65278200","1997","Consumer Services","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACMR&selected=ACMR",
"AONE","A123 Systems, Inc.","5.51","579332420","2009","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AONE&selected=AONE",
"AAON","AAON, Inc.","31.25","515406250","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAON&selected=AAON",
"ASTM","Aastrom Biosciences, Inc.","2.6","100404200","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTM&selected=ASTM",
"ABAX","ABAXIS, Inc.","29.16","656624880","1992","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABAX&selected=ABAX",
"ABBC","Abington Bancorp, Inc.","12.25","247045750","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABBC&selected=ABBC",
"ABMD","ABIOMED, Inc.","16.93","640851290","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABMD&selected=ABMD",
"AXAS","Abraxas Petroleum Corporation","4.93","451400660","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AXAS&selected=AXAS",
"ACTG","Acacia Research Corporation","36.94","1551073660","n/a","Miscellaneous","Multi-Sector Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACTG&selected=ACTG",
"ACAD","ACADIA Pharmaceuticals Inc.","1.77","91901940","1985","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAD&selected=ACAD",
"ACCL","Accelrys, Inc.","7.76","429896240","1995","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACCL&selected=ACCL",
"ANCX","Access National Corporation","7.1752","74148516.8","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCX&selected=ANCX",
"ARAY","Accuray Incorporated","9.23","571447760","2007","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARAY&selected=ARAY",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.15","50825250","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACRX&selected=ACRX",
"ACET","Aceto Corporation","7.8","207628200","n/a","Consumer Durables","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACET&selected=ACET",
"ACHN","Achillion Pharmaceuticals, Inc.","7.05","411649500","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACHN&selected=ACHN",
"ACIW","ACI Worldwide, Inc.","31.97","1063737810","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACIW&selected=ACIW",
"APKT","Acme Packet, Inc.","72.5","4769267500","2006","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APKT&selected=APKT",
"ACNB","ACNB Corporation","15.95","94551600","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACNB&selected=ACNB",
"ACOR","Acorda Therapeutics, Inc.","29.15","1139182000","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACOR&selected=ACOR",
"ACFN","Acorn Energy, Inc.","3.65","63301950","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACFN&selected=ACFN",
"ACTS","Actions Semiconductor Co., Ltd.","2.41","207260000","2005","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACTS&selected=ACTS",
"ACPW","Active Power, Inc.","2.91","232072500","2000","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACPW&selected=ACPW",
"ATVI","Activision Blizzard, Inc","11.23","13276667500","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATVI&selected=ATVI",
"BIRT","Actuate Corporation","5.21","239649580","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIRT&selected=BIRT",
"ACUR","Acura Pharmaceuticals, Inc.","4.19","187041600","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACUR&selected=ACUR",
"ACXM","Acxiom Corporation","14.89","1196351940","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACXM&selected=ACXM",
"ADES","ADA-ES, Inc.","11.52","87621120","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADES&selected=ADES",
"ADGF","Adams Golf, Inc.","5.1606","39396020.4","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADGF&selected=ADGF",
"ADUS","Addus HomeCare Corporation","5.5","59130500","2009","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADUS&selected=ADUS",
"AEY","ADDvantage Technologies Group, Inc.","3.15","31953600","n/a","Consumer Services","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEY&selected=AEY",
"ADEP","Adept Technology, Inc.","4.3","41727200","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADEP&selected=ADEP",
"ADBE","Adobe Systems Incorporated","34.51","17465959630","1986","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADBE&selected=ADBE",
"ADLR","Adolor Corporation","1.45","67320600","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADLR&selected=ADLR",
"ADTN","ADTRAN, Inc.","40.83","2635209030","1994","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADTN&selected=ADTN",
"AATI","Advanced Analogic Technologies, Inc.","4.2","178701600","1986","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AATI&selected=AATI",
"ABAT","Advanced Battery Technologies, Inc.","2.09","159759600","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABAT&selected=ABAT",
"AEIS","Advanced Energy Industries, Inc.","14.17","615700670","1995","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEIS&selected=AEIS",
"ADVS","Advent Software, Inc.","28.16","1473894400","1995","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADVS&selected=ADVS",
"AVCA","Advocat, Inc.","6.63","38082720","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AVCA&selected=AVCA",
"AEGR","Aegerion Pharmaceuticals, Inc.","16.99","299074970","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEGR&selected=AEGR",
"AEHR","Aehr Test Systems","1.65","14564550","1997","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEHR&selected=AEHR",
"AEPI","AEP Industries Inc.","28.84","176991080","1986","Capital Goods","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEPI&selected=AEPI",
"AVAV","AeroVironment, Inc.","28.51","622173730","2007","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AVAV&selected=AVAV",
"AEZS","AEterna Zentaris, Inc.","1.935","161437050","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEZS&selected=AEZS",
"ATRM","Aetrium Incorporated","1.64","17680840","1993","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRM&selected=ATRM",
"AFCE","AFC Enterprises, Inc.","15.02","386194240","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFCE&selected=AFCE",
"AFFM","Affirmative Insurance Holdings, Inc.","2.5","38520000","2004","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFM&selected=AFFM",
"AFFY","Affymax, Inc.","6.39","224908830","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFY&selected=AFFY",
"AFFX","Affymetrix, Inc.","5.66","399256400","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFX&selected=AFFX",
"AGEN","Agenus Inc.","0.92","103641680","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGEN&selected=AGEN",
"FEED","AgFeed Industries, Inc.","1.69","94264820","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FEED&selected=FEED",
"AGYS","Agilysys, Inc.","5.1","117565200","n/a","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGYS&selected=AGYS",
"AIRM","Air Methods Corporation","66.96","843829920","n/a","Transportation","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIRM&selected=AIRM",
"AIRT","Air T, Inc.","9.419","22897589","n/a","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIRT&selected=AIRT",
"ATSG","Air Transport Services Group, Inc","7.6","484697600","n/a","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATSG&selected=ATSG",
"AMCN","AirMedia Group Inc","5.01","328600890","1995","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCN&selected=AMCN",
"AIXG","Aixtron SE","41.39","4187840200","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIXG&selected=AIXG",
"AKAM","Akamai Technologies, Inc.","38.09","7107594000","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AKAM&selected=AKAM",
"AKRX","Akorn, Inc.","6.45","605158350","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AKRX&selected=AKRX",
"ALAN","Alanco Technologies Inc.","1.038","5744292","n/a","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALAN&selected=ALAN",
"ALSK","Alaska Communications Systems Group, Inc.","10.29","460261410","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALSK&selected=ALSK",
"AMRI","Albany Molecular Research, Inc.","4.36","131916160","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRI&selected=AMRI",
"ALXN","Alexion Pharmaceuticals, Inc.","101.29","9248688610","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALXN&selected=ALXN",
"ALXA","Alexza Pharmaceuticals, Inc.","1.58","94430280","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALXA&selected=ALXA",
"ALCO","Alico, Inc.","26","191516000","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALCO&selected=ALCO",
"ALGN","Align Technology, Inc.","22.17","1704385260","2001","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALGN&selected=ALGN",
"ALIM","Alimera Sciences, Inc.","7.88","246297280","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALIM&selected=ALIM",
"ALKS","Alkermes, Inc.","14","1334760000","1991","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALKS&selected=ALKS",
"ALGT","Allegiant Travel Company","40.84","776245880","2006","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALGT&selected=ALGT",
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","11.08","60651920","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALLB&selected=ALLB",
"ABVA","Alliance Bankshares Corporation","6.25","31918750","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABVA&selected=ABVA",
"AFOP","Alliance Fiber Optic Products, Inc.","9.6","84825600","2000","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFOP&selected=AFOP",
"ALNC","Alliance Financial Corporation","31.2","148044000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALNC&selected=ALNC",
"AHGP","Alliance Holdings GP, L.P.","50.33","3012904790","2006","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHGP&selected=AHGP",
"ARLP","Alliance Resource Partners, L.P.","75.23","2762219910","1999","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARLP&selected=ARLP",
"AHCI","Allied HealthCare International Inc.","2.49","108491790","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHCI&selected=AHCI",
"AHPI","Allied Healthcare Products, Inc.","4.24","34394880","1992","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHPI&selected=AHPI",
"AMOT","Allied Motion Technologies, Inc.","7.11","59851980","n/a","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMOT&selected=AMOT",
"ALTH","Allos Therapeutics, Inc.","3.07","323433710","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTH&selected=ALTH",
"ALLT","Allot Communications Ltd.","14.49","332516520","2006","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALLT&selected=ALLT",
"MDRX","Allscripts Healthcare Solutions, Inc.","20.88","3906710640","1999","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDRX&selected=MDRX",
"AFAM","Almost Family Inc","36.35","339763450","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFAM&selected=AFAM",
"ALNY","Alnylam Pharmaceuticals, Inc.","9.62","407349280","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALNY&selected=ALNY",
"AOSL","Alpha and Omega Semiconductor Limited","12.91","285659570","2010","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AOSL&selected=AOSL",
"ATEC","Alphatec Holdings, Inc.","2.97","264454740","2006","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATEC&selected=ATEC",
"ALTI","Altair Nanotechnologies Inc.","1.5","40524000","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTI&selected=ALTI",
"ALTR","Altera Corporation","43.17","13812716370","1988","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTR&selected=ALTR",
"ALTE","Alterra Capital Holdings Ltd","21.83","2295446330","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTE&selected=ALTE",
"ASPS","Altisource Portfolio Solutions S.A.","31.07","773052670","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASPS&selected=ASPS",
"APSA","Alto Palermo S.A.","14.977","292830304","n/a","Consumer Services","Building operators","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APSA&selected=APSA",
"AIMC","Altra Holdings, Inc.","23.29","625709140","2006","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIMC&selected=AIMC",
"ALVR","Alvarion Ltd.","1.77","110001960","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALVR&selected=ALVR",
"AMAG","AMAG Pharmaceuticals, Inc.","16.89","357003930","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAG&selected=AMAG",
"AMRN","Amarin Corporation PLC","8.768","860833472","1995","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRN&selected=AMRN",
"AMZN","Amazon.com, Inc.","180.01","81185230040","1997","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMZN&selected=AMZN",
"EPAX","Ambassadors Group, Inc.","10.24","184320000","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPAX&selected=EPAX",
"AMED","Amedisys Inc","34.56","1019139840","1987","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMED&selected=AMED",
"UHAL","Amerco","96.35","1889230800","n/a","Consumer Services","Rental/Leasing Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UHAL&selected=UHAL",
"ASBI","Ameriana Bancorp","4.43","13241270","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASBI&selected=ASBI",
"ATAX","America First Tax Exempt Investors, L.P.","5.46","164471580","n/a","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATAX&selected=ATAX",
"AMOV","America Movil, S.A.B. de C.V.","58.04","1308802000","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMOV&selected=AMOV",
"ASGR","America Service Group Inc.","25.75","239372000","1991","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASGR&selected=ASGR",
"AGNC","American Capital Agency Corp.","28.53","3536749980","1983","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGNC&selected=AGNC",
"ACAS","American Capital, Ltd.","9.74","3431820820","1997","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAS&selected=ACAS",
"ANCI","American Caresource Holdings Inc","1.74","29444280","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCI&selected=ANCI",
"ADPI","American Dental Partners, Inc.","13.82","213035300","1998","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADPI&selected=ADPI",
"AETI","American Electric Technologies, Inc.","3.15","24421950","n/a","Capital Goods","Building Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AETI&selected=AETI",
"AMIC","American Independence Corp.","5.0084","42636509.2","n/a","Finance","Accident &Health Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMIC&selected=AMIC",
"ALRN","American Learning Corporation","2.59","12315450","1984","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALRN&selected=ALRN",
"AMAC","American Medical Alert Corp.","5.73","54836100","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAC&selected=AMAC",
"AMMD","American Medical Systems Holdings, Inc.","29.48","2264417760","2000","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMMD&selected=AMMD",
"AMNB","American National Bankshares, Inc.","23.45","144287850","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMNB&selected=AMNB",
"ANAT","American National Insurance Company","76.88","2061998480","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAT&selected=ANAT",
"APFC","American Pacific Corporation","6.07","45786010","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APFC&selected=APFC",
"APEI","American Public Education, Inc.","42.09","784178790","2007","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APEI&selected=APEI",
"ARII","American Railcar Industries, Inc.","23.77","507537040","2006","Capital Goods","Railroads","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARII&selected=ARII",
"AMRB","American River Bankshares","6.39","63101250","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRB&selected=AMRB",
"ASEI","American Science and Engineering, Inc.","89.01","808121790","n/a","Health Care","Medical Electronics","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASEI&selected=ASEI",
"AMSWA","American Software, Inc.","7.29","168814530","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSWA&selected=AMSWA",
"AMSC","American Superconductor Corporation","12.81","649492620","1991","Consumer Durables","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSC&selected=AMSC",
"AMWD","American Woodmark Corporation","19.61","280030800","1986","Basic Industries","Forest Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMWD&selected=AMWD",
"CRMT","America's Car-Mart, Inc.","25.27","267937810","n/a","Consumer Durables","Automotive Aftermarket","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRMT&selected=CRMT",
"ARGN","Amerigon Incorporated","13.39","295102210","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARGN&selected=ARGN",
"ABCB","Ameris Bancorp","9.68","228912640","1994","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABCB&selected=ABCB",
"AMSF","AMERISAFE, Inc.","22.06","401403760","2005","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSF&selected=AMSF",
"ASRV","AmeriServ Financial Inc.","2.25","47718000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASRV&selected=ASRV",
"ASRVP","AmeriServ Financial Inc.","25.8","12409800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASRVP&selected=ASRVP",
"ASCA","Ameristar Casinos, Inc.","18.48","1078418880","1993","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASCA&selected=ASCA",
"AMTC","Ameritrans Capital Corporation","1.45","4924200","1989","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMTC&selected=AMTC",
"AMTCP","Ameritrans Capital Corporation","10.202","3060600","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMTCP&selected=AMTCP",
"ATLO","Ames National Corporation","17.65","166492450","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATLO&selected=ATLO",
"AMGN","Amgen Inc.","55.51","51760466030","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMGN&selected=AMGN",
"FOLD","Amicus Therapeutics, Inc.","7.2","248464800","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FOLD&selected=FOLD",
"AMKR","Amkor Technology, Inc.","6.45","1271875500","1998","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMKR&selected=AMKR",
"AMPL","Ampal-American Israel Corporation","1.7299","97106206.6","n/a","Finance","Finance/Investors Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMPL&selected=AMPL",
"AMSG","Amsurg Corp.","26.23","821130150","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSG&selected=AMSG",
"ASYS","Amtech Systems, Inc.","23.18","218170160","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASYS&selected=ASYS",
"AFSI","AmTrust Financial Services, Inc.","18.65","1111801100","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFSI&selected=AFSI",
